inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
That is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		That is	that	; in short, 	True	45
This is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		This is	that	; in short, 	True	45
Here is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		Here is	that	; in short, 	True	45
That is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		That is	that	, by contrast, 	False	46
This is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		This is	that	, by contrast, 	False	46
Here is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		Here is	that	, by contrast, 	False	46
That is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		That is	that	; by contrast, 	False	46
This is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		This is	that	; by contrast, 	False	46
Here is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		Here is	that	; by contrast, 	False	46
That is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		That is	that	, on the other hand, 	False	52
This is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		This is	that	, on the other hand, 	False	52
Here is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		Here is	that	, on the other hand, 	False	52
That is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		That is	that	; on the other hand, 	False	52
This is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		This is	that	; on the other hand, 	False	52
Here is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		Here is	that	; on the other hand, 	False	52
That is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		That is	that	, thus, 	True	39
This is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		This is	that	, thus, 	True	39
Here is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		Here is	that	, thus, 	True	39
That is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		That is	that	; thus, 	True	39
This is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		This is	that	; thus, 	True	39
Here is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		Here is	that	; thus, 	True	39
That is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		That is	that	, that is, 	True	42
This is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		This is	that	, that is, 	True	42
Here is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		Here is	that	, that is, 	True	42
That is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		That is	that	; that is, 	True	42
This is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		This is	that	; that is, 	True	42
Here is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		Here is	that	; that is, 	True	42
That is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		That is	that	, therefore, 	True	44
This is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		This is	that	, therefore, 	True	44
Here is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		Here is	that	, therefore, 	True	44
That is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		That is	that	; therefore, 	True	44
This is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		This is	that	; therefore, 	True	44
Here is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		Here is	that	; therefore, 	True	44
That is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		That is	that	, in short, 	True	43
This is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		This is	that	, in short, 	True	43
Here is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		Here is	that	, in short, 	True	43
That is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		That is	that	; in short, 	True	43
This is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		This is	that	; in short, 	True	43
Here is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		Here is	that	; in short, 	True	43
That is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		That is	that	, by contrast, 	False	48
That is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		That is	that	; by contrast, 	False	48
That is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		That is	that	, on the other hand, 	False	54
That is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		That is	that	; on the other hand, 	False	54
That is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		That is	that	, thus, 	True	41
That is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		That is	that	; thus, 	True	41
That is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		That is	that	, that is, 	True	44
That is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		That is	that	; that is, 	True	44
That is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		That is	that	, therefore, 	True	46
That is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		That is	that	; therefore, 	True	46
That is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		That is	that	, in short, 	True	45
That is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		That is	that	; in short, 	True	45
This is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		This is	that	, by contrast, 	False	48
This is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		This is	that	; by contrast, 	False	48
This is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		This is	that	, on the other hand, 	False	54
This is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		This is	that	; on the other hand, 	False	54
This is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		This is	that	, thus, 	True	41
This is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		This is	that	; thus, 	True	41
This is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		This is	that	, that is, 	True	44
This is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		This is	that	; that is, 	True	44
This is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		This is	that	, therefore, 	True	46
This is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		This is	that	; therefore, 	True	46
This is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		This is	that	, in short, 	True	45
This is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		This is	that	; in short, 	True	45
Here is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		Here is	that	, by contrast, 	False	48
Here is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		Here is	that	; by contrast, 	False	48
Here is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		Here is	that	, on the other hand, 	False	54
Here is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		Here is	that	; on the other hand, 	False	54
Here is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		Here is	that	, thus, 	True	41
Here is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		Here is	that	; thus, 	True	41
Here is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		Here is	that	, that is, 	True	44
Here is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		Here is	that	; that is, 	True	44
Here is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		Here is	that	, therefore, 	True	46
Here is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		Here is	that	; therefore, 	True	46
Here is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		Here is	that	, in short, 	True	45
Here is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		Here is	that	; in short, 	True	45
That is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		That is	that	, by contrast, 	False	50
That is the car that the tree hit; by contrast, the car hit the tree.	0	False	False	1		That is	that	; by contrast, 	False	50
That is the car that the tree hit, on the other hand, the car hit the tree.	0	False	False	1		That is	that	, on the other hand, 	False	56
That is the car that the tree hit; on the other hand, the car hit the tree.	0	False	False	1		That is	that	; on the other hand, 	False	56
That is the car that the tree hit, thus, the car hit the tree.	0	False	False	1		That is	that	, thus, 	True	43
That is the car that the tree hit; thus, the car hit the tree.	0	False	False	1		That is	that	; thus, 	True	43
That is the car that the tree hit, that is, the car hit the tree.	0	False	False	1		That is	that	, that is, 	True	46
That is the car that the tree hit; that is, the car hit the tree.	0	False	False	1		That is	that	; that is, 	True	46
That is the car that the tree hit, therefore, the car hit the tree.	0	False	False	1		That is	that	, therefore, 	True	48
That is the car that the tree hit; therefore, the car hit the tree.	0	False	False	1		That is	that	; therefore, 	True	48
That is the car that the tree hit, in short, the car hit the tree.	0	False	False	1		That is	that	, in short, 	True	47
That is the car that the tree hit; in short, the car hit the tree.	0	False	False	1		That is	that	; in short, 	True	47
That is the car that the tree hit, by contrast, the car hit the tree.	0	False	False	1		That is	that	, by contrast, 	False	48
